SSBSECT_SUBJ_CODE,SSBSECT_CRSE_NUMB,SSBSECT_TERM_CODE,SSBSECT_CRN,SSRATTR_TERM_CODE,SSRATTR_CRN,SSRATTR_ATTR_CODE,SSRATTR_ACTIVITY_DATE
GOV,241,202110,10770,202110,10770,MOIE,2020/11/03
GOV,243,202110,10771,202110,10771,A3,2020/11/03
GOV,243,202110,10771,202110,10771,MOIE,2020/11/03
GOV,243,202110,10771,202110,10771,RMOT,2020/11/08
GOV,243,202110,10771,202110,10771,W,2020/11/03
GOV,265,202110,10021,202110,10021,MOIE,2020/01/17
GOV,265,202110,10021,202110,10021,W,2020/01/17
GOV,268,202110,10022,202110,10022,MOIE,2020/01/17
GOV,268,202110,10022,202110,10022,RMOT,2020/11/08
GOV,268,202110,10022,202110,10022,W,2020/01/17
GOV,276,202110,10023,202110,10023,CC,2020/01/17
GOV,276,202110,10023,202110,10023,MOIE,2020/01/17
GOV,276,202110,10023,202110,10023,RMOT,2020/11/08
GOV,276,202110,10023,202110,10023,W,2020/01/17
GOV,312,202110,10603,202110,10603,MOIE,2020/06/25
GOV,312,202110,10603,202110,10603,W,2020/06/25
GOV,314,202110,10604,202110,10604,MOIE,2020/06/25
GOV,314,202110,10604,202110,10604,W,2020/06/25
GOV,324,202110,10024,202110,10024,MOIE,2020/01/17
GOV,324,202110,10024,202110,10024,W,2020/01/17
GOV,329,202110,10772,202110,10772,MOIE,2020/11/03
GOV,329,202110,10772,202110,10772,RMOT,2020/11/08
GOV,329,202110,10772,202110,10772,W,2020/11/03
GOV,493C,202110,10773,202110,10773,MOIE,2020/11/03
GOV,493C,202110,10773,202110,10773,RMOT,2020/11/08
GOV,493C,202110,10773,202110,10773,W,2020/11/03
GOV,493P,202110,10025,202110,10025,ADVS,2020/01/17
GOV,493P,202110,10025,202110,10025,FREE,2020/01/17
GOV,493P,202110,10025,202110,10025,MOIE,2020/01/17
GOV,493P,202110,10025,202110,10025,W,2020/01/17
GOV,493Q,202110,10026,202110,10026,ADVS,2020/01/17
GOV,493Q,202110,10026,202110,10026,FREE,2020/01/17
GOV,493Q,202110,10026,202110,10026,MOIE,2020/01/17
GOV,493Q,202110,10026,202110,10026,W,2020/01/17
GOV,493S,202110,10605,202110,10605,MOIE,2020/06/25
GOV,493S,202110,10605,202110,10605,W,2020/06/25
GOV,493U,202110,10027,202110,10027,ADVS,2020/01/17
GOV,493U,202110,10027,202110,10027,FREE,2020/01/17
GOV,493U,202110,10027,202110,10027,MOIE,2020/01/17
GOV,493U,202110,10027,202110,10027,RMOT,2020/11/08
GOV,493Z,202110,10564,202110,10564,ADVS,2020/03/18
GOV,493Z,202110,10564,202110,10564,FREE,2020/03/18
GOV,493Z,202110,10564,202110,10564,MOIE,2020/03/18
GOV,493Z,202110,10564,202110,10564,RMOT,2020/11/08
GRK,102,202110,10043,202110,10043,AGRK,2020/01/17
GRK,102,202110,10043,202110,10043,EGRK,2020/01/17
GRK,102,202110,10043,202110,10043,WLC,2020/01/17
GRK,226,202110,10044,202110,10044,AGRK,2020/01/17
GRK,226,202110,10044,202110,10044,WLC,2020/01/17
GRK,326,202110,10045,202110,10045,AGRK,2020/01/17
GRK,326,202110,10045,202110,10045,WLC,2020/01/17
GWS,102,202110,10148,202110,10148,MOIE,2020/02/13
GWS,102,202110,10148,202110,10148,RMOT,2020/11/08
GWS,103,202110,10519,202110,10519,A3,2020/03/05
GWS,103,202110,10519,202110,10519,MOIE,2020/03/05
GWS,103,202110,10519,202110,10519,RMOT,2020/11/08
GWS,103,202110,10786,202110,10786,A3,2020/11/03
GWS,103,202110,10786,202110,10786,MOIE,2020/11/03
GWS,103,202110,10786,202110,10786,RMOT,2020/11/08
GWS,200C,202110,10788,202110,10788,MOIA,2020/11/03
GWS,200C,202110,10788,202110,10788,MOIB,2020/11/03
GWS,200C,202110,10788,202110,10788,RMOT,2020/11/08
GWS,200C,202110,10788,202110,10788,W,2020/11/03
GWS,201,202110,10566,202110,10566,MOIE,2020/03/18
GWS,201,202110,10566,202110,10566,W,2020/03/18
GWS,209,202110,10233,202110,10233,MOIE,2020/02/14
GWS,209,202110,10233,202110,10233,SDP,2020/03/30
GWS,213,202110,10661,202110,10661,A4,2020/10/30
GWS,213,202110,10661,202110,10661,MOIB,2020/10/30
GWS,213,202110,10661,202110,10661,W,2020/10/30
GWS,231,202110,10580,202110,10580,MOIE,2020/03/30
GWS,231,202110,10580,202110,10580,RMOT,2020/11/08
GWS,231,202110,10580,202110,10580,SDP,2020/03/30
GWS,262,202110,10549,202110,10549,A4,2020/03/16
GWS,262,202110,10549,202110,10549,MOIE,2020/03/16
GWS,290,202110,10518,202110,10518,A4,2020/03/05
GWS,290,202110,10518,202110,10518,MOIB,2020/03/05
GWS,301,202110,10293,202110,10293,MOIB,2020/02/18
GWS,301,202110,10293,202110,10293,RMOT,2020/11/08
GWS,301,202110,10293,202110,10293,W,2020/02/18
GWS,302,202110,10521,202110,10521,A3,2020/03/05
GWS,302,202110,10521,202110,10521,MOIB,2020/03/05
GWS,302,202110,10521,202110,10521,MOIE,2020/03/05
GWS,302,202110,10521,202110,10521,W,2020/03/05
GWS,318,202110,10118,202110,10118,MOIB,2020/02/07
GWS,318,202110,10118,202110,10118,MOIE,2020/02/07
GWS,318,202110,10118,202110,10118,RMOT,2020/11/08
GWS,318,202110,10118,202110,10118,SDP,2020/03/30
GWS,319,202110,10579,202110,10579,MOIB,2020/03/30
GWS,319,202110,10579,202110,10579,MOIE,2020/03/30
GWS,320,202110,10276,202110,10276,MOIE,2020/02/17
GWS,380,202110,10522,202110,10522,MOIB,2020/03/05
GWS,410,202110,10517,202110,10517,MOD1,2020/11/06
GWS,410,202110,10517,202110,10517,RMOT,2020/11/06
GWS,413,202110,10306,202110,10306,MOIB,2020/02/18
GWS,413,202110,10306,202110,10306,W,2020/02/18
GWS,420,202110,10870,202110,10870,RMOT,2020/11/13
GWS,420,202110,10870,202110,10870,W,2020/11/13
GWS,470,202110,10825,202110,10825,RMOT,2020/11/08
HBR,102,202110,10046,202110,10046,AHBR,2020/01/17
HBR,102,202110,10046,202110,10046,RMOT,2020/11/08
HBR,102,202110,10046,202110,10046,WLC,2020/01/17
HBR,202,202110,10047,202110,10047,AHBR,2020/01/17
HBR,202,202110,10047,202110,10047,INFL,2020/01/17
HBR,202,202110,10047,202110,10047,RMOT,2020/11/08
HBR,202,202110,10047,202110,10047,WLC,2020/01/17
HIS,102,202110,10552,202110,10552,W,2020/03/16
HIS,103,202110,10616,202110,10616,A7,2020/10/28
HIS,103,202110,10616,202110,10616,MOIE,2020/10/28
HIS,103,202110,10616,202110,10616,W,2020/10/28
HIS,215,202110,10621,202110,10621,MOD1,2020/11/06
HIS,215,202110,10621,202110,10621,MOIB,2020/10/28
HIS,215,202110,10621,202110,10621,MOIE,2020/10/28
HIS,215,202110,10621,202110,10621,SDP,2020/11/05
HIS,215,202110,10621,202110,10621,W,2020/10/28
HIS,232,202110,10086,202110,10086,A7,2020/02/04
HIS,232,202110,10086,202110,10086,MOIE,2020/02/04
HIS,232,202110,10086,202110,10086,W,2020/02/04
HIS,241,202110,10088,202110,10088,A7,2020/02/04
HIS,241,202110,10088,202110,10088,MOIE,2020/02/04
HIS,241,202110,10088,202110,10088,W,2020/02/04
HIS,241F,202110,10562,202110,10562,FLAC,2020/03/20
HIS,245,202110,10627,202110,10627,A7,2020/10/28
HIS,245,202110,10627,202110,10627,MOIE,2020/10/28
HIS,257,202110,10630,202110,10630,MOIE,2020/10/28
HIS,266,202110,10845,202110,10845,MOD2,2020/11/06
HIS,266,202110,10845,202110,10845,MOIE,2020/11/05
HIS,266,202110,10845,202110,10845,W,2020/11/05
HIS,268,202110,10595,202110,10595,A3,2020/05/04
HIS,268,202110,10595,202110,10595,CC,2020/05/04
HIS,268,202110,10595,202110,10595,MOIB,2020/05/04
HIS,268,202110,10595,202110,10595,MOIE,2020/05/04
HIS,268,202110,10595,202110,10595,W,2020/05/04
HIS,273,202110,10826,202110,10826,MOD2,2020/11/06
HIS,273,202110,10826,202110,10826,MOIE,2020/11/05
HIS,273,202110,10826,202110,10826,RMOT,2020/11/08
HIS,273,202110,10826,202110,10826,W,2020/11/05
HIS,304,202110,10089,202110,10089,MOIB,2020/02/04
HIS,304,202110,10089,202110,10089,MOIE,2020/02/04
HIS,304,202110,10089,202110,10089,W,2020/02/04
HIS,313,202110,10412,202110,10412,MOIE,2020/02/27
HIS,313,202110,10412,202110,10412,W,2020/02/27
HIS,323,202110,10413,202110,10413,A7,2020/02/27
HIS,323,202110,10413,202110,10413,MOID,2020/02/27
HIS,323,202110,10413,202110,10413,MOIE,2020/02/27
HIS,323,202110,10413,202110,10413,W,2020/02/27
HIS,354,202110,10853,202110,10853,MOD2,2020/11/06
HIS,354,202110,10853,202110,10853,MOIE,2020/11/06
HIS,354,202110,10853,202110,10853,W,2020/11/06
HIS,367,202110,10855,202110,10855,MOIE,2020/11/06
HIS,367,202110,10855,202110,10855,W,2020/11/06
HIS,417,202110,10091,202110,10091,MOIE,2020/02/04
HIS,417,202110,10091,202110,10091,W,2020/02/04
HIS,423,202110,10092,202110,10092,MOIE,2020/02/04
HIS,423,202110,10092,202110,10092,W,2020/02/04
HIS,428,202110,10094,202110,10094,A7,2020/02/04
HIS,428,202110,10094,202110,10094,MOIE,2020/02/04
HIS,428,202110,10094,202110,10094,RMOT,2020/11/08
HIS,428,202110,10094,202110,10094,W,2020/02/04
HIS,435,202110,10849,202110,10849,MOIE,2020/11/05
HIS,435,202110,10849,202110,10849,W,2020/11/05
HIS,465,202110,10097,202110,10097,ADVS,2020/02/04
HIS,465,202110,10097,202110,10097,MOIB,2020/02/04
HIS,465,202110,10097,202110,10097,MOIE,2020/02/04
HIS,465,202110,10097,202110,10097,W,2020/02/04
HMD,103,202110,10147,202110,10147,MOIE,2020/02/13
HMD,103,202110,10147,202110,10147,RMOT,2020/11/08
HMD,111,202110,10149,202110,10149,A3,2020/02/13
HMD,111,202110,10149,202110,10149,MOIE,2020/02/13
HMD,111,202110,10149,202110,10149,RMOT,2020/11/08
HMD,111,202110,10150,202110,10150,A3,2020/02/13
HMD,111,202110,10150,202110,10150,MOIE,2020/02/13
HMD,111,202110,10150,202110,10150,RMOT,2020/11/08
HMD,202,202110,10151,202110,10151,RMOT,2020/11/08
HMD,225,202110,10152,202110,10152,MOIE,2020/02/13
HMD,225,202110,10152,202110,10152,RMOT,2020/11/08
HMD,255,202110,10154,202110,10154,MOIE,2020/02/13
HMD,255,202110,10154,202110,10154,RMOT,2020/11/08
HMD,260,202110,10155,202110,10155,MOIE,2020/02/13
HMD,260,202110,10155,202110,10155,RMOT,2020/11/08
HMD,260,202110,10155,202110,10155,W,2020/02/13
HMD,296,202110,10153,202110,10153,RMOT,2020/11/08
HMD,306,202110,10156,202110,10156,MOIB,2020/02/13
HMD,306,202110,10156,202110,10156,MOIE,2020/02/13
HMD,306,202110,10156,202110,10156,RMOT,2020/11/08
HMD,306,202110,10156,202110,10156,W,2020/02/13
HMD,314,202110,10157,202110,10157,MOIB,2020/02/13
HMD,314,202110,10157,202110,10157,MOIE,2020/02/13
HMD,314,202110,10157,202110,10157,RMOT,2020/11/08
HMD,314,202110,10157,202110,10157,W,2020/02/13
IS,201,202110,10516,202110,10516,SDP,2020/10/28
IS,201,202110,10516,202110,10516,W,2020/03/05
ITL,102,202110,10348,202110,10348,AITL,2020/02/21
ITL,102,202110,10348,202110,10348,EITL,2020/02/21
ITL,102,202110,10348,202110,10348,RMOT,2020/10/30
ITL,102,202110,10348,202110,10348,WLC,2020/02/21
ITL,102,202110,10349,202110,10349,AITL,2020/02/21
ITL,102,202110,10349,202110,10349,EITL,2020/02/21
ITL,102,202110,10349,202110,10349,RMOT,2020/10/30
ITL,102,202110,10349,202110,10349,WLC,2020/02/21
ITL,102,202110,10350,202110,10350,AITL,2020/02/21
ITL,102,202110,10350,202110,10350,EITL,2020/02/21
ITL,102,202110,10350,202110,10350,WLC,2020/02/21
ITL,102,202110,10351,202110,10351,AITL,2020/02/21
ITL,102,202110,10351,202110,10351,EITL,2020/02/21
ITL,102,202110,10351,202110,10351,WLC,2020/02/21
ITL,102,202110,10352,202110,10352,AITL,2020/02/21
ITL,102,202110,10352,202110,10352,EITL,2020/02/21
ITL,102,202110,10352,202110,10352,WLC,2020/02/21
ITL,202,202110,10353,202110,10353,AITL,2020/02/21
ITL,202,202110,10353,202110,10353,INFL,2020/02/21
ITL,202,202110,10353,202110,10353,W,2020/02/21
ITL,202,202110,10353,202110,10353,WLC,2020/02/21
ITL,250,202110,10354,202110,10354,AITL,2020/02/21
ITL,250,202110,10354,202110,10354,INFL,2020/02/21
ITL,250,202110,10354,202110,10354,W,2020/02/21
ITL,250,202110,10354,202110,10354,WLC,2020/02/21
ITL,330,202110,10827,202110,10827,MOIB,2020/11/05
ITL,330,202110,10827,202110,10827,MOIE,2020/11/05
ITL,330,202110,10827,202110,10827,W,2020/11/05
ITL,402F,202110,10572,202110,10572,FLAC,2020/03/26
ITL,416,202110,10593,202110,10593,MOIB,2020/04/14
ITL,416,202110,10593,202110,10593,RMOT,2020/10/30
JPN,102,202110,10052,202110,10052,AJPN,2020/01/17
JPN,102,202110,10052,202110,10052,EJPN,2020/01/17
JPN,102,202110,10052,202110,10052,WLC,2020/01/17
JPN,202,202110,10101,202110,10101,AJPN,2020/02/05
JPN,202,202110,10101,202110,10101,INFL,2020/02/05
JPN,202,202110,10101,202110,10101,WLC,2020/02/05
JS,232,202110,10087,202110,10087,A7,2020/02/04
JS,232,202110,10087,202110,10087,MOIE,2020/02/04
JS,232,202110,10087,202110,10087,W,2020/02/04
JS,248,202110,10475,202110,10475,MOIB,2020/03/02
JS,248,202110,10475,202110,10475,MOIE,2020/03/02
JS,248,202110,10475,202110,10475,RMOT,2020/11/02
JS,248,202110,10475,202110,10475,W,2020/03/02
JS,277,202110,10802,202110,10802,MOIB,2020/11/04
JS,277,202110,10802,202110,10802,MOIE,2020/11/04
JS,277,202110,10802,202110,10802,RMOT,2020/11/08
JS,277,202110,10802,202110,10802,W,2020/11/04
JS,325,202110,10672,202110,10672,MOIB,2020/10/30
JS,325,202110,10672,202110,10672,MOIE,2020/10/30
JS,325,202110,10672,202110,10672,RMOT,2020/11/02
JS,325,202110,10672,202110,10672,W,2020/10/30
JS,425,202110,10477,202110,10477,W,2020/03/02
JS,440P,202110,10804,202110,10804,MOIB,2020/11/04
JS,440P,202110,10804,202110,10804,MOIE,2020/11/04
JS,440P,202110,10804,202110,10804,RMOT,2020/11/08
JS,440P,202110,10804,202110,10804,W,2020/11/04
LA,103,202110,10524,202110,10524,MOD1,2020/10/30
LA,103,202110,10524,202110,10524,RMOT,2020/10/30
LA,103,202110,10525,202110,10525,MOD1,2020/10/30
LA,103,202110,10525,202110,10525,RMOT,2020/10/30
LA,103,202110,10526,202110,10526,MOD1,2020/10/30
LA,103,202110,10526,202110,10526,RMOT,2020/10/30
LA,103,202110,10527,202110,10527,MOD1,2020/10/30
LA,103,202110,10527,202110,10527,RMOT,2020/10/30
LA,103,202110,10528,202110,10528,MOD1,2020/10/30
LA,103,202110,10528,202110,10528,RMOT,2020/10/30
LA,103,202110,10529,202110,10529,MOD1,2020/10/30
LA,103,202110,10529,202110,10529,RMOT,2020/10/30
LA,103,202110,10530,202110,10530,MOD1,2020/10/30
LA,103,202110,10530,202110,10530,RMOT,2020/10/30
LA,103,202110,10532,202110,10532,MOD1,2020/10/30
LA,103,202110,10532,202110,10532,RMOT,2020/10/30
LA,103,202110,10533,202110,10533,MOD1,2020/10/30
LA,103,202110,10533,202110,10533,RMOT,2020/10/30
LA,103,202110,10534,202110,10534,MOD1,2020/10/30
LA,103,202110,10534,202110,10534,RMOT,2020/10/30
LA,103,202110,10614,202110,10614,MOD1,2020/10/30
LA,103,202110,10614,202110,10614,RMOT,2020/10/30
LA,103,202110,10615,202110,10615,MOD1,2020/10/30
LA,103,202110,10615,202110,10615,RMOT,2020/10/30
LA,103,202110,10618,202110,10618,MOD1,2020/10/30
LA,103,202110,10618,202110,10618,RMOT,2020/10/30
LA,103,202110,10620,202110,10620,MOD1,2020/10/30
LA,103,202110,10620,202110,10620,RMOT,2020/10/30
LA,103,202110,10623,202110,10623,MOD1,2020/10/30
LA,103,202110,10623,202110,10623,RMOT,2020/10/30
LA,103,202110,10625,202110,10625,MOD2,2020/10/30
LA,103,202110,10625,202110,10625,RMOT,2020/10/30
LA,103,202110,10626,202110,10626,MOD2,2020/10/30
LA,103,202110,10626,202110,10626,RMOT,2020/10/30
LA,103,202110,10628,202110,10628,MOD2,2020/10/30
LA,103,202110,10628,202110,10628,RMOT,2020/10/30
LA,103,202110,10634,202110,10634,MOD2,2020/10/30
LA,103,202110,10634,202110,10634,RMOT,2020/10/30
LA,103,202110,10635,202110,10635,MOD2,2020/10/30
LA,103,202110,10635,202110,10635,RMOT,2020/10/30
LA,103,202110,10636,202110,10636,MOD2,2020/10/30
LA,103,202110,10636,202110,10636,RMOT,2020/10/30
LA,103,202110,10637,202110,10637,MOD2,2020/10/30
LA,103,202110,10637,202110,10637,RMOT,2020/10/30
LA,103,202110,10638,202110,10638,MOD2,2020/10/30
LA,103,202110,10638,202110,10638,RMOT,2020/10/30
LA,103,202110,10639,202110,10639,MOD2,2020/10/30
LA,103,202110,10639,202110,10639,RMOT,2020/10/30
LA,103,202110,10640,202110,10640,MOD2,2020/10/30
LA,103,202110,10640,202110,10640,RMOT,2020/10/30
LA,103,202110,10641,202110,10641,MOD2,2020/10/30
LA,103,202110,10641,202110,10641,RMOT,2020/10/30
LA,103,202110,10654,202110,10654,MOD2,2020/10/30
LA,103,202110,10654,202110,10654,RMOT,2020/10/30
LA,103,202110,10655,202110,10655,MOD2,2020/10/30
LA,103,202110,10655,202110,10655,RMOT,2020/10/30
LA,103,202110,10656,202110,10656,MOD2,2020/10/30
LA,103,202110,10656,202110,10656,RMOT,2020/10/30
LA,103,202110,10657,202110,10657,MOD2,2020/10/30
LA,103,202110,10657,202110,10657,RMOT,2020/10/30
LAT,102,202110,10048,202110,10048,ALAT,2020/01/17
LAT,102,202110,10048,202110,10048,ELAT,2020/01/17
LAT,102,202110,10048,202110,10048,WLC,2020/01/17
LAT,202,202110,10050,202110,10050,ALAT,2020/01/17
LAT,202,202110,10050,202110,10050,INFL,2020/01/17
LAT,202,202110,10050,202110,10050,RMOT,2020/10/30
LAT,202,202110,10050,202110,10050,WLC,2020/01/17
LIN,110,202110,10002,202110,10002,A3,2020/01/16
LIN,110,202110,10002,202110,10002,MOIC,2020/01/16
LIN,110,202110,10002,202110,10002,MOIE,2020/01/16
LIN,110,202110,10002,202110,10002,RMOT,2020/10/29
LIN,220,202110,10264,202110,10264,MOIE,2020/02/17
LIN,226,202110,10813,202110,10813,MOIB,2020/11/04
MAT,108,202110,10079,202110,10079,A2,2020/01/31
MAT,108,202110,10079,202110,10079,MOIC,2020/01/31
MAT,108,202110,10079,202110,10079,RMOT,2020/11/08
MAT,108,202110,10080,202110,10080,A2,2020/01/31
MAT,108,202110,10080,202110,10080,MOIC,2020/01/31
MAT,108,202110,10080,202110,10080,RMOT,2020/11/08
MAT,110,202110,10081,202110,10081,A2,2020/01/31
MAT,110,202110,10081,202110,10081,CC,2020/01/31
MAT,110,202110,10081,202110,10081,MOIC,2020/01/31
MAT,110,202110,10081,202110,10081,RMOT,2020/11/08
MAT,111,202110,10082,202110,10082,A2,2020/01/31
MAT,111,202110,10082,202110,10082,MOIC,2020/01/31
MAT,111,202110,10082,202110,10082,RMOT,2020/11/08
MAT,112,202110,10083,202110,10083,A2,2020/01/31
MAT,112,202110,10083,202110,10083,MOIC,2020/01/31
MAT,112,202110,10083,202110,10083,RMOT,2020/11/08
MAT,113,202110,10084,202110,10084,A2,2020/01/31
MAT,113,202110,10084,202110,10084,MOIC,2020/01/31
MAT,113,202110,10084,202110,10084,RMOT,2020/11/08
MAT,210,202110,10085,202110,10085,A2,2020/01/31
MAT,210,202110,10085,202110,10085,MOIC,2020/01/31
MAT,210,202110,10085,202110,10085,RMOT,2020/11/08
MAT,210,202110,10119,202110,10119,A2,2020/02/10
MAT,210,202110,10119,202110,10119,MOIC,2020/02/10
MAT,210,202110,10119,202110,10119,RMOT,2020/11/08
MAT,212,202110,10121,202110,10121,A2,2020/02/10
MAT,212,202110,10121,202110,10121,MOD1,2020/11/06
MAT,212,202110,10121,202110,10121,MOIC,2020/02/10
MAT,226,202110,10120,202110,10120,A2,2020/02/10
MAT,226,202110,10120,202110,10120,MOD2,2020/11/06
MAT,226,202110,10120,202110,10120,MOIC,2020/02/10
MAT,303,202110,10122,202110,10122,RMOT,2020/11/08
MAT,303,202110,10122,202110,10122,W,2020/02/10
MAT,316,202110,10123,202110,10123,RMOT,2020/11/08
MAT,495,202110,10125,202110,10125,RMOT,2020/11/08
MDI,201,202110,10863,202110,10863,RMOT,2020/11/08
MUS,109,202110,10828,202110,10828,MOIB,2020/11/05
MUS,109,202110,10828,202110,10828,RMOT,2020/11/08
MUS,122,202110,10320,202110,10320,A5,2020/02/20
MUS,122,202110,10320,202110,10320,CC,2020/02/20
MUS,122,202110,10320,202110,10320,MOIA,2020/02/20
MUS,130,202110,10322,202110,10322,A5,2020/02/20
MUS,130,202110,10322,202110,10322,CC,2020/02/20
MUS,130,202110,10322,202110,10322,MOIA,2020/02/20
MUS,130,202110,10322,202110,10322,RMOT,2020/11/08
MUS,206,202110,10330,202110,10330,A5,2020/02/20
MUS,206,202110,10330,202110,10330,MOIA,2020/02/20
MUS,206,202110,10330,202110,10330,MOIB,2020/03/30
MUS,206,202110,10330,202110,10330,RMOT,2020/11/08
MUS,220E,202110,10337,202110,10337,MOD2,2020/11/06
MUS,228,202110,10829,202110,10829,MOIA,2020/11/05
MUS,228,202110,10829,202110,10829,MOIE,2020/11/05
MUS,230,202110,10830,202110,10830,MOIB,2020/11/05
MUS,230,202110,10830,202110,10830,MOIE,2020/11/05
MUS,230,202110,10830,202110,10830,RMOT,2020/11/08
MUS,232,202110,10833,202110,10833,MOIE,2020/11/05
MUS,232,202110,10833,202110,10833,RMOT,2020/11/08
MUS,248,202110,10342,202110,10342,A7,2020/02/20
MUS,248,202110,10342,202110,10342,MOIB,2020/03/30
MUS,248,202110,10342,202110,10342,MOIE,2020/02/20
MUS,304,202110,10343,202110,10343,MOIA,2020/03/30
MUS,304,202110,10343,202110,10343,MOIB,2020/03/30
MUS,308,202110,10345,202110,10345,MOIE,2020/02/20
MUS,324,202110,10590,202110,10590,MOIA,2020/04/06
MUS,445,202110,10832,202110,10832,MOIA,2020/11/05
MUS,493A,202110,10591,202110,10591,MOIB,2020/04/06
MUS,493A,202110,10591,202110,10591,RMOT,2020/11/08
MUS,493A,202110,10591,202110,10591,W,2020/04/06
NEU,214,202110,10793,202110,10793,RMOT,2020/11/08
NEU,215,202110,10778,202110,10778,RMOT,2020/11/08
NEU,316,202110,10791,202110,10791,MOID,2020/11/03
NEU,322,202110,10795,202110,10795,RMOT,2020/11/08
NEU,322,202110,10795,202110,10795,W,2020/11/03
NEU,336,202110,10796,202110,10796,RMOT,2020/11/08
PBH,201,202110,10610,202110,10610,RMOT,2020/10/27
PHE,101B,202110,10805,202110,10805,100L,2020/11/04
PHE,101B,202110,10805,202110,10805,FREE,2020/11/04
PHE,101B,202110,10805,202110,10805,MOD2,2020/11/04
PHE,101C,202110,10584,202110,10584,100L,2020/03/26
PHE,101C,202110,10584,202110,10584,FREE,2020/03/26
PHE,101C,202110,10584,202110,10584,MOD2,2020/11/04
PHE,101F,202110,10414,202110,10414,100L,2020/02/27
PHE,101F,202110,10414,202110,10414,FREE,2020/02/27
PHE,101F,202110,10414,202110,10414,MOD1,2020/11/04
PHE,101G,202110,10424,202110,10424,100L,2020/02/28
PHE,101G,202110,10424,202110,10424,FREE,2020/02/28
PHE,101G,202110,10424,202110,10424,MOD1,2020/11/04
PHE,101G,202110,10435,202110,10435,100L,2020/02/28
PHE,101G,202110,10435,202110,10435,FREE,2020/02/28
PHE,101G,202110,10435,202110,10435,MOD1,2020/11/04
PHE,101G,202110,10436,202110,10436,100L,2020/02/28
PHE,101G,202110,10436,202110,10436,FREE,2020/02/28
PHE,101G,202110,10436,202110,10436,MOD2,2020/11/04
PHE,101H,202110,10810,202110,10810,100L,2020/11/04
PHE,101H,202110,10810,202110,10810,MOD2,2020/11/06
PHE,101I,202110,10790,202110,10790,100L,2020/11/03
PHE,101I,202110,10790,202110,10790,MOD2,2020/11/04
PHE,101L,202110,10806,202110,10806,100L,2020/11/04
PHE,101L,202110,10806,202110,10806,FREE,2020/11/04
PHE,101L,202110,10806,202110,10806,MOD2,2020/11/06
PHE,101M,202110,10434,202110,10434,100L,2020/02/28
PHE,101M,202110,10434,202110,10434,FREE,2020/02/28
PHE,101M,202110,10434,202110,10434,MOD1,2020/11/04
PHE,101P,202110,10415,202110,10415,100L,2020/02/27
PHE,101P,202110,10415,202110,10415,FREE,2020/02/27
PHE,101P,202110,10415,202110,10415,MOD2,2020/11/04
PHE,101R,202110,10416,202110,10416,100L,2020/02/27
PHE,101R,202110,10416,202110,10416,FREE,2020/02/27
PHE,101S,202110,10417,202110,10417,100L,2020/02/27
PHE,101S,202110,10417,202110,10417,FREE,2020/02/27
PHE,101T,202110,10418,202110,10418,100L,2020/02/27
PHE,101T,202110,10418,202110,10418,FREE,2020/02/27
PHE,101V,202110,10419,202110,10419,100L,2020/02/28
PHE,101V,202110,10419,202110,10419,FREE,2020/02/28
PHE,101Z,202110,10420,202110,10420,100L,2020/02/28
PHE,101Z,202110,10420,202110,10420,FREE,2020/02/28
PHE,101Z,202110,10420,202110,10420,MOD1,2020/11/04
PHE,101Z,202110,10421,202110,10421,100L,2020/02/28
PHE,101Z,202110,10421,202110,10421,FREE,2020/02/28
PHE,101Z,202110,10421,202110,10421,MOD1,2020/11/04
PHE,102B,202110,10422,202110,10422,100L,2020/02/28
PHE,102B,202110,10422,202110,10422,FREE,2020/02/28
PHE,102B,202110,10422,202110,10422,MOD1,2020/11/04
PHE,102O,202110,10423,202110,10423,100L,2020/02/28
PHE,102O,202110,10423,202110,10423,FREE,2020/02/28
PHE,102S,202110,10809,202110,10809,MOD2,2020/11/06
PHE,104G,202110,10431,202110,10431,100L,2020/02/28
PHE,104G,202110,10431,202110,10431,FREE,2020/02/28
PHE,104G,202110,10431,202110,10431,MOD2,2020/11/04
PHE,104G,202110,10432,202110,10432,100L,2020/02/28
PHE,104G,202110,10432,202110,10432,FREE,2020/02/28
PHE,104G,202110,10432,202110,10432,MOD2,2020/11/04
PHE,105E,202110,10425,202110,10425,100L,2020/02/28
PHE,105E,202110,10425,202110,10425,FREE,2020/02/28
PHE,105E,202110,10426,202110,10426,100L,2020/02/28
PHE,105E,202110,10426,202110,10426,FREE,2020/02/28
PHE,106,202110,10835,202110,10835,MOD2,2020/11/06
PHE,107,202110,10836,202110,10836,MOD2,2020/11/06
PHE,110,202110,10433,202110,10433,MOD2,2020/11/04
PHE,135,202110,10429,202110,10429,MOD2,2020/11/04
PHI,101,202110,10030,202110,10030,A6,2020/01/17
PHI,101,202110,10030,202110,10030,MOIB,2020/01/17
PHI,101,202110,10030,202110,10030,MOIE,2020/01/17
PHI,101,202110,10030,202110,10030,W,2020/01/17
PHI,101,202110,10031,202110,10031,A6,2020/01/17
PHI,101,202110,10031,202110,10031,MOIB,2020/01/17
PHI,101,202110,10031,202110,10031,MOIE,2020/01/17
PHI,101,202110,10031,202110,10031,W,2020/01/17
PHI,201,202110,10032,202110,10032,A6,2020/01/17
PHI,201,202110,10032,202110,10032,MOIB,2020/01/17
PHI,201,202110,10032,202110,10032,MOIE,2020/01/17
