Dept,#,Sec,Term Part,CRN,TITLE,Approval Required,Cross Listed,Max Enroll,Actual Enroll,Faculty,Credits,Days1,Time1,Loc1,Days2,Time2,Loc2,Days3,Time3,Loc3,Notes
GOV,329,1,1,10772,CIVIL WARS,,,28,0,Andrew Levin,4,T F,0830-0945,REMOTE,,-,,,-,,.
GOV,493C,1,1,10773,U.S. POLITICAL SPEECH,,,16,0,MaryAnne Borrelli,4,M R,1530-1645,REMOTE,,-,,,-,,.
GOV,493P,1,1,10025,STATESMANSHIP,,,16,0,John Coats,4,R,1200-1500,,,-,,,-,,.
GOV,493U,1,1,10027,ENVIRON JUST IN GLOBL PERSP,,Y,18,0,Jane Dawson,4,T,1345-1645,REMOTE,,-,,,-,,.
GOV,493Z,1,1,10564,THE IRAQ WAR,,Y,16,0,Caroleen Sayej,4,F,1345-1645,REMOTE,,-,,,-,,.
GRK,102,1,1,10043,ELEMENTARY GREEK II,,,18,0,Abbe Walker,5,M R,1015-1315,,,-,,,-,,.
GRK,226,1,1,10044,GREEK LYRIC POETRY,,,18,0,William Jacobs,4,M R,1530-1645,,,-,,,-,,.
GRK,326,1,1,10045,GREEK LYRIC POETRY,,,18,0,William Jacobs,4,M R,1530-1645,,,-,,,-,,.
HBR,102,1,1,10046,ELEMENTARY HEBREW II,,,28,0,Susanne Weissman,5,R,1200-1500,REMOTE,,-,,,-,,.
HBR,202,1,1,10047,INTERMEDIATE HEBREW II,,,18,0,Susanne Weissman,4,T F,1200-1315,REMOTE,,-,,,-,,.
SPA,101,1,2,10675,ELEMENTARY SPANISH I,,,18,0,Emily Kuder,4,M R,1015-1315,REMOTE,,-,,,-,,.
SPA,102,1,1,10373,ELEMENTARY SPANISH II,,,18,0,Luz Nick,4,M WR,1345-1500,REMOTE,,-,,,-,,.
SPA,102,2,1,10374,ELEMENTARY SPANISH II,,,18,0,Luz Nick,4,M WR,1530-1645,REMOTE,,-,,,-,,.
SPA,102,3,1,10375,ELEMENTARY SPANISH II,,,18,0,Jessica Koehler,4,TW F,1530-1645,,,-,,,-,,.
SPA,103,1,1,10376,INTERMEDIATE SPAN-HISPANIC ART,,,18,0,Jessica Koehler,4,T R,1715-1830,,,-,,,-,,.
SPA,110,1,1,10005,INTRO TO LANGUAGE AND MIND,,Y,38,0,Tek-wah King,4,M R,1530-1645,REMOTE,,-,,,-,,.
SPA,121,1,1,10377,INTERMEDIATE SPAN LANG REVIEW,,,18,0,,4,M W,1715-1830,,,-,,,-,,.
SPA,121,2,1,10378,INTERMEDIATE SPAN LANG REVIEW,,,18,0,,4,M W,1900-2015,,,-,,,-,,.
SPA,207,2,1,10381,ADV GRAMMAR & COMPOSITION,,,15,0,Aida Heredia,4,M R,1015-1130,,,-,,,-,,.
SPA,208,1,1,10382,INTRO LITERARY/CUL ANALYSIS,,,18,0,Luis Gonzalez,4,T F,1015-1130,,,-,,,-,,.
SPA,209,1,1,10383,ADV GRAMMAR/COMP BILINGUAL SPK,,Y,15,0,Jennifer Rudolph,4,T R,1715-1830,REMOTE,,-,,,-,,.
SPA,236,1,1,10683,ADV ORAL PROFICIENCY IN SPAN,,,18,0,Aida Heredia,4,M W,1715-1830,,,-,,,-,,.
SPA,251,1,1,10384,HISPANIC CULTURES,,,18,0,Aida Heredia,4,M R,1530-1645,,,-,,,-,,.
SPA,252,1,1,10385,LATINO USA: US LATINX CULTURES,,Y,18,0,Jennifer Rudolph,4,T R,1900-2015,REMOTE,,-,,,-,,.
SPA,312,1,3,10759,SPANISH PHONETICS/PHONOLOGY,,,18,0,Emily Kuder,4,M R,1015-1315,REMOTE,,-,,,-,,.
SPA,319,1,1,10386,CONTEMP SPANISH CINEMA,,,28,0,Luis Gonzalez,4,T F,1200-1315,,,-,,,-,,.
SPA,336,1,1,10760,ADVANCED SPANISH CONVERSATION,,,16,0,Aida Heredia,4,M W,1715-1830,,,-,,,-,,.
SPA,343,1,2,10387,VOYAGES/DIS/NATURAL WONDRS,,,18,0,Julia Kushigian,4,M R,0830-1130,REMOTE,,-,,,-,,.
SPA,412,1,3,10761,SPANISH PHONETICS/PHONOLOGY,,,18,0,Emily Kuder,4,M R,1015-1315,REMOTE,,-,,,-,,.
SPA,419,1,1,10388,CONTEMP SPANISH CINEMA,,,18,0,Luis Gonzalez,4,T F,1200-1315,,,-,,,-,,.
SPA,443,1,2,10389,VOYAGES/DIS/NATURAL WONDRS,,,18,0,Julia Kushigian,4,M R,0830-1130,REMOTE,,-,,,-,,.
HIS,102,1,1,10552,INTRO GLOBAL ISLAMIC STUDIES,,Y,28,0,Caroleen Sayej,4,T F,1015-1130,REMOTE,,-,,,-,,.
HIS,103,1,1,10616,AFRICAN CIVILIZATIONS TO 1870,,Y,38,0,,4,T R,1715-1830,,,-,,,-,,.
HIS,215,1,2,10621,POLIT/CULT IN U.S. SINCE 1945,,Y,25,0,,4,T R,1715-2015,,,-,,,-,,.
HIS,232,1,1,10086,LATER MIDDLE AGES,,Y,28,0,Frederick Paxton,4,T F,1200-1315,,,-,,,-,,.
HIS,241,1,1,10088,THE HISTORIAN'S CRAFT,,,28,0,Leo Garofalo Frederick Paxton,4,T F,0830-0945,,,-,,,-,,.
HIS,241F,1,1,10562,HISTORIANS CRAFT (IN SPA),,,16,0,Leo Garofalo,1,,-,,,-,,,-,,.
HIS,245,1,1,10627,MOD AFRICAN HIST:1870-PRESENT,,Y,28,0,,4,M R,1215-1315,,,-,,,-,,.
HIS,266,1,3,10845,GREAT MIGRATION & ITS LEGACY,,Y,28,0,Taylor Desloge,4,M R,1015-1315,,,-,,,-,,.
HIS,273,1,3,10826,"NATIONS/NATIONALISM, 19C EUROP",,,28,0,Jessica Strom,4,M W,1715-2015,REMOTE,,-,,,-,,.
HIS,323,1,1,10413,READINGS IN BIG HISTORY,,,18,0,Frederick Paxton,4,M W,1900-2200,,,-,,,-,,.
HIS,354,1,3,10853,THE REAGAN REVOL:AMER CONSERV,,Y,16,0,. To Be Assigned,4,T,1715-2015,,,-,,,-,,.
HIS,367,1,1,10855,HIST/POL OF RACISM/PUBL HEALTH,,Y,16,0,Taylor Desloge,4,T F,1015-1130,,,-,,,-,,.
HIS,428,1,1,10094,DEBATING CHINA'S GLOBALIZATION,,Y,16,0,Sarah Queen,4,M R,1015-1130,REMOTE,,-,,,-,,.
HIS,435,1,1,10849,SEGREGATION IN AMERICA,,Y,16,0,Taylor Desloge,4,W,0830-0945,,F,1715-1830,,,-,,.
HIS,465,1,1,10097,GLOBALZTN & AM CUL SINCE 1945,,Y,16,0,Catherine Stock,4,W S,1345-1500,,,-,,,-,,.
HMD,103,1,1,10147,CHILD RIGHTS/PUBLIC POLICY,,Y,35,0,Rashelle Litchmore,4,T F,1015-1130,REMOTE,,-,,,-,,.
HMD,111,1,1,10149,INTRO TO HUMAN DEVELOPMENT,,,28,0,Rashelle Litchmore,4,T R,1715-1830,REMOTE,,-,,,-,,.
HMD,111,2,1,10150,INTRO TO HUMAN DEVELOPMENT,,,28,0,Rashelle Litchmore,4,T F,1345-1500,REMOTE,,-,,,-,,.
HMD,202,1,1,10151,BEST PRACT & THE PRESCHOOL EXP,,,18,0,Kathryn O'Connor,1,,-,REMOTE,,-,,,-,,.
HMD,225,1,1,10152,IND DIFFERENCES IN DEVELOPMENT,,,28,0,Kathryn O'Connor,4,T F,1530-1645,REMOTE,,-,,,-,,.
HMD,255,1,1,10154,HEALTH DISPARITIES AND AGING,,,28,0,,4,M R,1345-1500,REMOTE,,-,,,-,,.
HMD,260,1,1,10155,SOCIAL & PERSONALITY DEVEL,,,28,0,Michelle Dunlap,4,M R,0830-0945,REMOTE,,-,,,-,,.
HMD,296,1,1,10153,FIELD WORK-HUMAN DEVELOPMNT,,,18,0,,4,M R,1345-1500,REMOTE,,-,,,-,,.
HMD,306,1,1,10156,"LANGUAGE, NARRATIVE, AND SELF",,Y,18,0,Sunil Bhatia,4,M R,1345-1500,REMOTE,,-,,,-,,.
HMD,314,1,1,10157,"MEDIA, SELF, AND SOCIETY",,Y,18,0,Sunil Bhatia,4,M R,1015-1130,REMOTE,,-,,,-,,.
IS,201,1,1,10516,PERSPECT MOD GLOBAL SOCIETY,,,35,0,Andrea Lanoux,4,M WR,1345-1500,,,-,,,-,,.
CRT,201,1,1,10272,THEMATIC INQUIRY,Y,,28,0,Greg Bailey,4,T R,1715-1830,REMOTE,,-,,,-,,.
DAT,201,1,1,10868,THEMATIC INQUIRY,,,38,0,Jason Nier,2,F,1200-1315,,,-,,,-,,.
ENT,201,1,1,10473,THEMATIC INQUIRY,Y,,28,0,Noel Garrett,4,M R,1345-1500,REMOTE,,-,,,-,,.
ENT,201L,1,1,10474,THEMATIC INQUIRY,Y,,28,0,Noel Garrett,0,M W,1900-2015,,,-,,,-,,.
FDP,201,1,1,10821,THEMATIC INQUIRY,Y,,28,0,Rachel Black,4,T F,1345-1500,REMOTE,,-,,,-,,.
GC,201,1,1,10100,THEMATIC INQUIRY,Y,,28,0,Sarah Queen,4,M R,1200-1315,REMOTE,,-,,,-,,.
MRC,201,1,1,10611,THEMATIC INQUIRY,Y,,28,0,Jeff Strabone,4,M R,1345-1500,,,-,,,-,,.
PAX,201,1,1,10099,THEMATIC INQUIRY,Y,,28,0,Catherine Stock,4,T F,1345-1500,,,-,,,-,,.
PK,201,1,1,10444,THEMATIC INQUIRY,Y,,28,0,Manali Sheth,4,M W,1715-1830,REMOTE,,-,,,-,,.
PBH,201,1,1,10610,THEMATIC INQUIRY,Y,,28,0,Monika Lopez-Anuarbe,2,F,1200-1315,REMOTE,,-,,,-,,.
MDI,201,1,1,10863,THEMATIC INQUIRY,Y,,28,0,Catherine Benoit,4,W,1345-1645,REMOTE,,-,,,-,,.
ITL,102,1,1,10348,ELEMENTARY ITALIAN,,,18,0,Frida Morelli,4,M R,1345-1500,REMOTE,,-,,,-,,.
ITL,102,2,1,10349,ELEMENTARY ITALIAN,,,18,0,Frida Morelli,4,M R,1530-1645,REMOTE,,-,,,-,,.
ITL,102,3,1,10350,ELEMENTARY ITALIAN,,,18,0,Matteo Pace,4,T F,1200-1315,,,-,,,-,,.
ITL,102,4,1,10351,ELEMENTARY ITALIAN,,,18,0,Matteo Pace,4,T F,1345-1500,,,-,,,-,,.
ITL,102,5,1,10352,ELEMENTARY ITALIAN,,,18,0,Matteo Pace,4,T F,0830-0945,,,-,,,-,,.
ITL,202,1,1,10353,INTERMEDIATE ITALIAN II,,,18,0,Paola Sica,4,W,0830-0945,,F,1715-1830,,,-,,.
ITL,250,1,1,10354,ITALIAN IN THE WORKPLACE,,,18,0,Frida Morelli,4,W,1015-1130,,F,1900-2015,,,-,,.
ITL,330,1,1,10827,PANDEMIC NARRATIVES: DECAMERON,,,28,0,Matteo Pace,4,M W,1715-1830,,,-,,,-,,.
ITL,416,1,1,10593,ITALIAN FILM & LITERATURE,,Y,16,0,Paola Sica,4,T,1900-2200,REMOTE,,-,,,-,,.
JPN,102,1,1,10052,INTENSIVE ELEM JAPANESE,,,18,0,Hisae Kobayashi,6,MTWRF,0830-0945,,,-,,,-,,.
JPN,202,1,1,10101,INTERMEDIATE JAPANESE,,,18,0,Hisae Kobayashi,5,T F,1015-1130,,M W,1900-2015,,,-,,.
JS,232,1,1,10087,LATER MIDDLE AGES,,Y,28,0,David Patton,4,T F,1200-1315,,,-,,,-,,.
JS,248,1,1,10475,HOLOCAUST/POST-HOL RESPONSES,,Y,28,0,Sharon Portnoff,4,T F,1345-1500,REMOTE,,-,,,-,,.
JS,277,1,1,10802,BURNING RELIGIOUS CONTROVERSY,,Y,28,0,Andrew Pessin,4,T F,1015-1130,REMOTE,,-,,,-,,.
JS,325,1,1,10672,ANTISEMITISM,,Y,16,0,Sharon Portnoff,4,T F,1200-1315,REMOTE,,-,,,-,,.
JS,440P,1,1,10804,BURNING RELIGIOUS CONTROVERSY,,Y,15,0,Andrew Pessin,4,T F,1015-1130,REMOTE,,-,,,-,,.
LAT,102,1,1,10048,ELEMENTARY LATIN II,,,18,0,William Jacobs,5,S,1530-1645,,T R,1715-1830,,,-,,.
LAT,202,1,1,10050,INTERMEDIATE LATIN II,,,18,0,Abbe Walker,4,T F,1200-1315,REMOTE,,-,,,-,,.
LA,103,1,2,10524,CAREER PREPARATION,,,20,0,Deb Brunetti,1,M R,1200-1315,REMOTE,,-,,,-,,.
LA,103,10,2,10534,CAREER PREPARATION,,,20,0,Dot Wang,1,T F,1530-1645,REMOTE,,-,,,-,,.
LA,103,11,2,10614,CAREER PREPARATION,,,20,0,Deb Brunetti,1,M R,1345-1500,REMOTE,,-,,,-,,.
LA,103,12,2,10615,CAREER PREPARATION,,,20,0,Cheryl Banker,1,T F,1015-1130,REMOTE,,-,,,-,,.
LA,103,13,2,10618,CAREER PREPARATION,,,20,0,Lori Balantic,1,T R,1715-1830,REMOTE,,-,,,-,,.
LA,103,14,2,10620,CAREER PREPARATION,,,20,0,Persephone Hall,1,M R,1345-1500,REMOTE,,-,,,-,,.
LA,103,15,2,10623,CAREER PREPARATION,,,20,0,Dot Wang,1,M R,1015-1130,REMOTE,,-,,,-,,.
LA,103,16,3,10625,CAREER PREPARATION,,,20,0,Deb Brunetti,1,M R,1200-1315,REMOTE,,-,,,-,,.
LA,103,17,3,10626,CAREER PREPARATION,,,20,0,Cheryl Banker,1,M R,0830-0945,REMOTE,,-,,,-,,.
LA,103,18,3,10628,CAREER PREPARATION,,,20,0,Lori Balantic,1,T F,0830-0945,REMOTE,,-,,,-,,.
LA,103,19,3,10634,CAREER PREPARATION,,,20,0,Persephone Hall,1,M R,1530-1645,REMOTE,,-,,,-,,.
LA,103,2,2,10525,CAREER PREPARATION,,,20,0,Cheryl Banker,1,M R,0830-0945,REMOTE,,-,,,-,,.
LA,103,20,3,10635,CAREER PREPARATION,,,20,0,Dot Wang,1,M R,1345-1500,REMOTE,,-,,,-,,.
LA,103,21,3,10636,CAREER PREPARATION,,,20,0,Deb Brunetti,1,T F,1345-1500,REMOTE,,-,,,-,,.
LA,103,22,3,10637,CAREER PREPARATION,,,20,0,Cheryl Banker,1,M R,1200-1315,REMOTE,,-,,,-,,.
LA,103,23,3,10638,CAREER PREPARATION,,,20,0,Lori Balantic,1,T F,1200-1315,REMOTE,,-,,,-,,.
LA,103,24,3,10639,CAREER PREPARATION,,,20,0,Persephone Hall,1,T F,1200-1315,REMOTE,,-,,,-,,.
LA,103,25,3,10640,CAREER PREPARATION,,,20,0,Dot Wang,1,T F,1530-1645,REMOTE,,-,,,-,,.
LA,103,26,3,10641,CAREER PREPARATION,,,20,0,Deb Brunetti,1,M R,1345-1500,REMOTE,,-,,,-,,.
LA,103,27,3,10654,CAREER PREPARATION,,,20,0,Cheryl Banker,1,T F,1015-1130,REMOTE,,-,,,-,,.
LA,103,28,3,10655,CAREER PREPARATION,,,20,0,Lori Balantic,1,M W,1715-1830,REMOTE,,-,,,-,,.
LA,103,29,3,10656,CAREER PREPARATION,,,20,0,Persephone Hall,1,M R,1345-1500,REMOTE,,-,,,-,,.
LA,103,3,2,10526,CAREER PREPARATION,,,20,0,Lori Balantic,1,T F,0830-0945,REMOTE,,-,,,-,,.
LA,103,30,3,10657,CAREER PREPARATION,,,20,0,Dot Wang,1,M R,1015-1130,REMOTE,,-,,,-,,.
LA,103,4,2,10527,CAREER PREPARATION,,,20,0,Persephone Hall,1,M R,1530-1645,REMOTE,,-,,,-,,.
LA,103,5,2,10528,CAREER PREPARATION,,,20,0,Dot Wang,1,M R,1345-1500,REMOTE,,-,,,-,,.
LA,103,6,2,10529,CAREER PREPARATION,,,20,0,Deb Brunetti,1,T F,1345-1500,REMOTE,,-,,,-,,.
LA,103,7,2,10530,CAREER PREPARATION,,,20,0,Cheryl Banker,1,M R,1200-1315,REMOTE,,-,,,-,,.
LA,103,8,2,10532,CAREER PREPARATION,,,20,0,Lori Balantic,1,T F,1201-1315,REMOTE,,-,,,-,,.
LA,103,9,2,10533,CAREER PREPARATION,,,20,0,Persephone Hall,1,T F,1200-1315,REMOTE,,-,,,-,,.
LIN,110,1,1,10002,INTRO TO LANGUAGE AND MIND,,Y,38,0,Tek-wah King,4,M R,1530-1645,REMOTE,,-,,,-,,.
LIN,226,1,1,10813,LANGUAGE IN CULTURE,,Y,28,0,Petko Ivanov,4,T F,1530-1645,,,-,,,-,,.
MAT,108,1,1,10079,MATHEMATICS OF MONEY,,,28,0,Vincent Thompson,4,T F,0830-0945,REMOTE,,-,,,-,,.
MAT,108,2,1,10080,MATHEMATICS OF MONEY,,,28,0,Vincent Thompson,4,T F,1015-1130,REMOTE,,-,,,-,,.
MAT,110,1,1,10081,CC: NETWORKS & THEIR APPLCTNS,,,25,0,Kathy McKeon,4,T F,1345-1500,,,-,,,-,,.
MAT,111,1,1,10082,CALC A: LIMITS AND DERIVATIVES,,,28,0,James Chadic,4,M R,1530-1645,REMOTE,,-,,,-,,.
MAT,112,1,1,10083,CALC B: DERIVATIVES/INTEGRALS,,,28,0,Michele Fitzpatrick,4,M WR,1345-1500,REMOTE,,-,,,-,,.
MAT,113,1,1,10084,CALC C: INTEGRALS AND SERIES,,,28,0,Vincent Thompson,4,M R,1530-1645,REMOTE,,-,,,-,,.
MAT,210,1,1,10085,DISCRETE MATHEMATICS,,,16,0,Augustine O'Keefe,4,M R,0830-0945,REMOTE,,-,,,-,,.
MAT,210,2,1,10119,DISCRETE MATHEMATICS,,,16,0,Augustine O'Keefe,4,M R,1015-1130,REMOTE,,-,,,-,,.
MAT,212,1,2,10121,MULTIVARIABLE CALCULUS,,,28,0,Warren Johnson,4,MTWR,1715-1830,,,-,,,-,,.
MAT,226,1,3,10120,LINEAR ALGEBRA,,,28,0,Warren Johnson,4,MTWR,0830-0945,,,-,,,-,,.
MAT,303,1,1,10122,ABSTRACT ALGEBRA I,,,28,0,Augustine O'Keefe,4,T F,1200-1315,REMOTE,,-,,,-,,.
MAT,316,1,1,10123,PROBABILITY,,,28,0,Kathy McKeon,4,M R,1200-1315,REMOTE,,-,,,-,,.
MAT,402,1,1,10124,REAL ANALYSIS II,,,28,0,Christopher Hammond,4,M R,0830-0945,,,-,,,-,,.
MAT,495,1,1,10125,SEMINAR IN MATHEMATICS,Y,,16,0,Christopher Hammond,2,T F,1530-1645,REMOTE,,-,,,-,,.
MUS,109,1,1,10828,FILM MUSIC:PSYCHO TO STAR WARS,,,38,0,Toshi Shimada,4,M R,1345-1500,REMOTE,,-,,,-,,.
MUS,115,1,1,10317,INTRO INSTRUMENTAL/VOCAL STUDY,Y,,38,0,John Anthony,1,,-,,,-,,,-,,.
MUS,115,10,1,10697,INTRO INSTRUMENTAL/VOCAL STUDY,Y,,38,0,Jaroslaw Lis,1,,-,,,-,,,-,,.
MUS,115,11,1,10701,INTRO INSTRUMENTAL/VOCAL STUDY,Y,,38,0,Wesley Mayhew,1,,-,,,-,,,-,,.
MUS,115,12,1,10702,INTRO INSTRUMENTAL/VOCAL STUDY,Y,,38,0,Mark McCormick,1,,-,,,-,,,-,,.
MUS,115,13,1,10703,INTRO INSTRUMENTAL/VOCAL STUDY,Y,,38,0,Patrice Newman,1,,-,,,-,,,-,,.
MUS,115,14,1,10704,INTRO INSTRUMENTAL/VOCAL STUDY,Y,,38,0,Rebecca Noreen,1,,-,,,-,,,-,,.
MUS,115,15,1,10705,INTRO INSTRUMENTAL/VOCAL STUDY,Y,,38,0,Kelli O'Connor,1,,-,,,-,,,-,,.
MUS,115,16,1,10706,INTRO INSTRUMENTAL/VOCAL STUDY,Y,,38,0,Kumi Ogano,1,,-,,,-,,,-,,.
MUS,115,17,1,10707,INTRO INSTRUMENTAL/VOCAL STUDY,Y,,38,0,Megan Sesma,1,,-,,,-,,,-,,.
MUS,115,18,1,10708,INTRO INSTRUMENTAL/VOCAL STUDY,Y,,38,0,Joshua Thomas,1,,-,,,-,,,-,,.
MUS,115,19,1,10709,INTRO INSTRUMENTAL/VOCAL STUDY,Y,,38,0,Libby Van Cleve,1,,-,,,-,,,-,,.
MUS,115,2,1,10688,INTRO INSTRUMENTAL/VOCAL STUDY,Y,,38,0,James McNeish,1,,-,,,-,,,-,,.
MUS,115,20,1,10710,INTRO INSTRUMENTAL/VOCAL STUDY,Y,,38,0,Jurate Waller,1,,-,,,-,,,-,,.
MUS,115,21,1,10711,INTRO INSTRUMENTAL/VOCAL STUDY,Y,,38,0,Maksim Zhdanovskikh,1,,-,,,-,,,-,,.
MUS,115,3,1,10689,INTRO INSTRUMENTAL/VOCAL STUDY,Y,,38,0,Emily Boyer,1,,-,,,-,,,-,,.
MUS,115,4,1,10690,INTRO INSTRUMENTAL/VOCAL STUDY,Y,,38,0,Thomas Brown,1,,-,,,-,,,-,,.
MUS,115,5,1,10691,INTRO INSTRUMENTAL/VOCAL STUDY,Y,,38,0,Gary Buttery,1,,-,,,-,,,-,,.
MUS,115,6,1,10692,INTRO INSTRUMENTAL/VOCAL STUDY,Y,,38,0,Christine Coyle,1,,-,,,-,,,-,,.
MUS,115,7,1,10693,INTRO INSTRUMENTAL/VOCAL STUDY,Y,,38,0,Ian Frenkel,1,,-,,,-,,,-,,.
MUS,115,8,1,10699,INTRO INSTRUMENTAL/VOCAL STUDY,Y,,38,0,Patricia Harper,1,,-,,,-,,,-,,.
MUS,115,9,1,10696,INTRO INSTRUMENTAL/VOCAL STUDY,Y,,38,0,Peter Jarvis,1,,-,,,-,,,-,,.
MUS,118,1,1,10319,PIANO PROFICIENCY FOR MAJORS,Y,,38,0,John Anthony,1,,-,,,-,,,-,,.
MUS,118,2,1,10712,PIANO PROFICIENCY FOR MAJORS,Y,,38,0,Patrice Newman,1,,-,,,-,,,-,,.
MUS,118,3,1,10713,PIANO PROFICIENCY FOR MAJORS,Y,,38,0,Kumi Ogano,1,,-,,,-,,,-,,.
MUS,122,1,1,10320,CC: MAKING MUSIC AT KEYBOARD,,,20,0,John Anthony,4,W,1015-1130,,S,1200-1315,,,-,,.
MUS,130,1,1,10322,CC: FOUNDATION OF MUSIC THEORY,,,20,0,Dale Wilson,4,M W F,1715-1830,REMOTE,,-,,,-,,.
MUS,206,1,1,10330,"THEORY I:HARMONY,MELODY,RHYTHM",,,18,0,Midge Thomas,4,T F,0830-1130,REMOTE,,-,,,-,,.
MUS,215,1,1,10331,INSTRUMENTAL/VOCAL STUDY,Y,,38,0,John Anthony,2,,-,,,-,,,-,,.
MUS,215,10,1,10722,INSTRUMENTAL/VOCAL STUDY,Y,,38,0,Jaroslaw Lis,2,,-,,,-,,,-,,.
MUS,215,11,1,10723,INSTRUMENTAL/VOCAL STUDY,Y,,38,0,Wesley Mayhew,2,,-,,,-,,,-,,.
MUS,215,12,1,10724,INSTRUMENTAL/VOCAL STUDY,Y,,38,0,Mark McCormick,2,,-,,,-,,,-,,.
MUS,215,13,1,10725,INSTRUMENTAL/VOCAL STUDY,Y,,38,0,Patrice Newman,2,,-,,,-,,,-,,.
MUS,215,14,1,10726,INSTRUMENTAL/VOCAL STUDY,Y,,38,0,Rebecca Noreen,2,,-,,,-,,,-,,.
MUS,215,15,1,10727,INSTRUMENTAL/VOCAL STUDY,Y,,38,0,Kelli O'Connor,2,,-,,,-,,,-,,.
MUS,215,16,1,10728,INSTRUMENTAL/VOCAL STUDY,Y,,38,0,Kumi Ogano,2,,-,,,-,,,-,,.
MUS,215,17,1,10729,INSTRUMENTAL/VOCAL STUDY,Y,,38,0,Megan Sesma,2,,-,,,-,,,-,,.
MUS,215,18,1,10731,INSTRUMENTAL/VOCAL STUDY,Y,,38,0,Joshua Thomas,2,,-,,,-,,,-,,.
MUS,215,19,1,10732,INSTRUMENTAL/VOCAL STUDY,Y,,38,0,Libby Van Cleve,2,,-,,,-,,,-,,.
MUS,215,2,1,10714,INSTRUMENTAL/VOCAL STUDY,Y,,38,0,James McNeish,2,,-,,,-,,,-,,.
MUS,215,20,1,10733,INSTRUMENTAL/VOCAL STUDY,Y,,38,0,Jurate Waller,2,,-,,,-,,,-,,.
MUS,215,21,1,10735,INSTRUMENTAL/VOCAL STUDY,Y,,38,0,Maksim Zhdanovskikh,2,,-,,,-,,,-,,.
MUS,215,3,1,10715,INSTRUMENTAL/VOCAL STUDY,Y,,38,0,Emily Boyer,2,,-,,,-,,,-,,.
MUS,215,4,1,10716,INSTRUMENTAL/VOCAL STUDY,Y,,38,0,Thomas Brown,2,,-,,,-,,,-,,.
MUS,215,5,1,10717,INSTRUMENTAL/VOCAL STUDY,Y,,38,0,Gary Buttery,2,,-,,,-,,,-,,.
MUS,215,6,1,10718,INSTRUMENTAL/VOCAL STUDY,Y,,38,0,Christine Coyle,2,,-,,,-,,,-,,.
MUS,215,7,1,10719,INSTRUMENTAL/VOCAL STUDY,Y,,38,0,Ian Frenkel,2,,-,,,-,,,-,,.
MUS,215,8,1,10720,INSTRUMENTAL/VOCAL STUDY,Y,,38,0,Patricia Harper,2,,-,,,-,,,-,,.
MUS,215,9,1,10721,INSTRUMENTAL/VOCAL STUDY,Y,,38,0,Peter Jarvis,2,,-,,,-,,,-,,.
MUS,218,1,1,10332,SERVICE-LEARNING PRACTICUM,,,28,0,. To Be Assigned,2,,-,,,-,,,-,,.
MUS,220A,1,1,10333,CAMEL HEARD,Y,,38,0,. To Be Assigned,1,T R,1715-1830,,,-,,,-,,.
MUS,220B,1,1,10334,CHORALE,Y,,38,0,. To Be Assigned,1,T R,1900-2015,,,-,,,-,,.
MUS,220C,1,1,10335,CONCERT BAND,Y,,38,0,Gary Buttery,1,M W,1900-2015,,,-,,,-,,.
MUS,220D,1,1,10336,JAZZ ENSEMBLE,Y,,38,0,Gary Buttery,1,M W,2045-2200,,,-,,,-,,.
MUS,220E,1,3,10337,MUSICAL THEATER ENSEMBLE,Y,Y,38,0,. To Be Assigned,1,S,1200-1645,,MTWR,1900-2200,,F,1900-2015,,.
MUS,220F,1,1,10339,ORCHESTRA,Y,,38,0,Toshi Shimada,1,M R,1530-1645,,,-,,,-,,.
MUS,220G,1,1,10340,NEW MUSIC CHAMBER ENSEMBLE,Y,,38,0,Peter Jarvis,1,M R,0830-0945,,,-,,,-,,.
MUS,220H,1,1,10341,CHAMBER MUSIC,Y,,38,0,. To Be Assigned,1,,-,,,-,,,-,,.
MUS,228,1,1,10829,COMPOSING: MUSIC AS PLACE,,,15,0,Andrew Greenwald,4,T F,1200-1315,,,-,,,-,,.
MUS,230,1,1,10830,THE DAY BEYONCE TURNED BLACK,,Y,28,0,Jamil Jorge,4,M W,1900-2015,REMOTE,,-,,,-,,.
MUS,232,1,1,10833,CHINESE MUSIC AND THEATER,,Y,28,0,Dale Wilson,4,T R,1900-2015,REMOTE,,-,,,-,,.
MUS,248,1,1,10342,WESTERN MUS 2:MOZART TO MODERN,,,28,0,John Anthony,4,M R,1015-1130,,,-,,,-,,.
MUS,304,1,1,10343,THE ELECTRONIC MUSICIAN,,Y,15,0,Andrew Greenwald,4,T F,1345-1500,,,-,,,-,,.
MUS,415,1,1,10347,ADV INSTR/VOCAL STD:SR RECITAL,Y,,18,0,John Anthony,4,,-,,,-,,,-,,.
MUS,415,10,1,10747,ADV INSTR/VOCAL STD:SR RECITAL,Y,,18,0,Jaroslaw Lis,4,,-,,,-,,,-,,.
MUS,415,11,1,10748,ADV INSTR/VOCAL STD:SR RECITAL,Y,,18,0,Wesley Mayhew,4,,-,,,-,,,-,,.
MUS,415,12,1,10749,ADV INSTR/VOCAL STD:SR RECITAL,Y,,18,0,Mark McCormick,4,,-,,,-,,,-,,.
MUS,415,13,1,10750,ADV INSTR/VOCAL STD:SR RECITAL,Y,,18,0,Patrice Newman,4,,-,,,-,,,-,,.
MUS,415,14,1,10751,ADV INSTR/VOCAL STD:SR RECITAL,Y,,18,0,Rebecca Noreen,4,,-,,,-,,,-,,.
